,bid,element1,name1,percent1,element2,name2,percent2,element3,name3,percent3
25190,25191,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25191,25192,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25192,25193,645,Oak-tulip tree forest community,0.45,644.0,Coastal oak-hickory forest community,0.41000000000000003,730.0,Successional fern meadow community,0.14
25193,25194,644,Coastal oak-hickory forest community,0.7000000000000001,645.0,Oak-tulip tree forest community,0.30000000000000004,,,0.0
25194,25195,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25195,25196,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25196,25197,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25197,25198,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25198,25199,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25199,25200,644,Coastal oak-hickory forest community,0.8300000000000001,645.0,Oak-tulip tree forest community,0.16,,,0.0
25200,25201,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25201,25202,727,Coastal oak-heath forest community,0.97,,,0.0,,,0.0
25202,25203,727,Coastal oak-heath forest community,0.97,,,0.0,,,0.0
25203,25204,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25204,25205,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25205,25206,644,Coastal oak-hickory forest community,0.59,645.0,Oak-tulip tree forest community,0.23,730.0,Successional fern meadow community,0.11
25206,25207,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25207,25208,645,Oak-tulip tree forest community,0.56,644.0,Coastal oak-hickory forest community,0.43,730.0,Successional fern meadow community,0.01
25208,25209,644,Coastal oak-hickory forest community,0.68,645.0,Oak-tulip tree forest community,0.28,730.0,Successional fern meadow community,0.04
25209,25210,727,Coastal oak-heath forest community,0.98,,,0.0,,,0.0
25210,25211,727,Coastal oak-heath forest community,1.02,,,0.0,,,0.0
25211,25212,727,Coastal oak-heath forest community,1.02,,,0.0,,,0.0
25212,25213,727,Coastal oak-heath forest community,0.97,,,0.0,,,0.0
25213,25214,727,Coastal oak-heath forest community,1.03,,,0.0,,,0.0
25214,25215,727,Coastal oak-heath forest community,1.02,,,0.0,,,0.0
25215,25216,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
25216,25217,727,Coastal oak-heath forest community,0.99,644.0,Coastal oak-hickory forest community,0.01,,,0.0
25217,25218,727,Coastal oak-heath forest community,0.53,644.0,Coastal oak-hickory forest community,0.46,,,0.0
25218,25219,727,Coastal oak-heath forest community,0.98,,,0.0,,,0.0
25219,25220,644,Coastal oak-hickory forest community,0.96,645.0,Oak-tulip tree forest community,0.04,,,0.0
25220,25221,645,Oak-tulip tree forest community,0.84,644.0,Coastal oak-hickory forest community,0.14,730.0,Successional fern meadow community,0.01
25221,25222,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25222,25223,645,Oak-tulip tree forest community,0.54,644.0,Coastal oak-hickory forest community,0.4,730.0,Successional fern meadow community,0.04
25223,25224,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25224,25225,727,Coastal oak-heath forest community,1.02,,,0.0,,,0.0
25225,25226,645,Oak-tulip tree forest community,0.47000000000000003,644.0,Coastal oak-hickory forest community,0.36,730.0,Successional fern meadow community,0.08
25226,25227,727,Coastal oak-heath forest community,1.02,,,0.0,,,0.0
25227,25228,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25228,25229,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25229,25230,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25230,25231,727,Coastal oak-heath forest community,1.03,,,0.0,,,0.0
25231,25232,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
25232,25233,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25233,25234,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25234,25235,644,Coastal oak-hickory forest community,0.56,727.0,Coastal oak-heath forest community,0.53,,,0.0
25235,25236,645,Oak-tulip tree forest community,0.5,644.0,Coastal oak-hickory forest community,0.32,730.0,Successional fern meadow community,0.16
25236,25237,644,Coastal oak-hickory forest community,0.48,645.0,Oak-tulip tree forest community,0.34,730.0,Successional fern meadow community,0.12
25237,25238,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25238,25239,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25239,25240,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25240,25241,644,Coastal oak-hickory forest community,0.87,645.0,Oak-tulip tree forest community,0.09,734.0,Successional southern hardwood forest community,0.04
25241,25242,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25242,25243,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25243,25244,645,Oak-tulip tree forest community,0.62,644.0,Coastal oak-hickory forest community,0.23,730.0,Successional fern meadow community,0.1
25244,25245,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25245,25246,644,Coastal oak-hickory forest community,0.68,645.0,Oak-tulip tree forest community,0.11,622.0,Eutrophic pond community,0.09
25246,25247,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25247,25248,727,Coastal oak-heath forest community,0.96,,,0.0,,,0.0
25248,25249,727,Coastal oak-heath forest community,1.03,,,0.0,,,0.0
25249,25250,727,Coastal oak-heath forest community,0.7000000000000001,644.0,Coastal oak-hickory forest community,0.23,,,0.0
25250,25251,644,Coastal oak-hickory forest community,0.93,645.0,Oak-tulip tree forest community,0.05,730.0,Successional fern meadow community,0.01
25251,25252,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25252,25253,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25253,25254,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25254,25255,645,Oak-tulip tree forest community,0.39,644.0,Coastal oak-hickory forest community,0.37,734.0,Successional southern hardwood forest community,0.22
25255,25256,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25256,25257,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25257,25258,727,Coastal oak-heath forest community,0.97,645.0,Oak-tulip tree forest community,0.03,,,0.0
25258,25259,644,Coastal oak-hickory forest community,0.72,645.0,Oak-tulip tree forest community,0.19,734.0,Successional southern hardwood forest community,0.05
25259,25260,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25260,25261,727,Coastal oak-heath forest community,1.02,,,0.0,,,0.0
25261,25262,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25262,25263,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25263,25264,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25264,25265,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25265,25266,645,Oak-tulip tree forest community,0.66,644.0,Coastal oak-hickory forest community,0.2,726.0,Coastal oak-laurel forest community,0.11
25266,25267,644,Coastal oak-hickory forest community,0.67,645.0,Oak-tulip tree forest community,0.22,734.0,Successional southern hardwood forest community,0.1
25267,25268,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25268,25269,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25269,25270,644,Coastal oak-hickory forest community,0.51,645.0,Oak-tulip tree forest community,0.26,730.0,Successional fern meadow community,0.14
25270,25271,644,Coastal oak-hickory forest community,0.9,645.0,Oak-tulip tree forest community,0.11,,,0.0
25271,25272,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25272,25273,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25273,25274,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25274,25275,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25275,25276,727,Coastal oak-heath forest community,0.74,644.0,Coastal oak-hickory forest community,0.27,,,0.0
25276,25277,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25277,25278,645,Oak-tulip tree forest community,0.66,726.0,Coastal oak-laurel forest community,0.15,644.0,Coastal oak-hickory forest community,0.12
25278,25279,644,Coastal oak-hickory forest community,0.41000000000000003,645.0,Oak-tulip tree forest community,0.26,622.0,Eutrophic pond community,0.2
25279,25280,727,Coastal oak-heath forest community,1.02,,,0.0,,,0.0
25280,25281,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25281,25282,727,Coastal oak-heath forest community,0.98,,,0.0,,,0.0
25282,25283,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25283,25284,644,Coastal oak-hickory forest community,0.64,645.0,Oak-tulip tree forest community,0.13,730.0,Successional fern meadow community,0.12
25284,25285,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25285,25286,644,Coastal oak-hickory forest community,0.89,734.0,Successional southern hardwood forest community,0.06,645.0,Oak-tulip tree forest community,0.04
25286,25287,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25287,25288,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25288,25289,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25289,25290,645,Oak-tulip tree forest community,0.66,726.0,Coastal oak-laurel forest community,0.21,644.0,Coastal oak-hickory forest community,0.07
25290,25291,727,Coastal oak-heath forest community,0.92,644.0,Coastal oak-hickory forest community,0.07,,,0.0
25291,25292,644,Coastal oak-hickory forest community,0.98,645.0,Oak-tulip tree forest community,0.03,,,0.0
25292,25293,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25293,25294,644,Coastal oak-hickory forest community,0.9500000000000001,645.0,Oak-tulip tree forest community,0.05,,,0.0
25294,25295,727,Coastal oak-heath forest community,0.54,645.0,Oak-tulip tree forest community,0.46,,,0.0
25295,25296,645,Oak-tulip tree forest community,0.79,644.0,Coastal oak-hickory forest community,0.14,726.0,Coastal oak-laurel forest community,0.05
25296,25297,727,Coastal oak-heath forest community,0.86,645.0,Oak-tulip tree forest community,0.13,740.0,Successional blueberry heath community,0.01
25297,25298,644,Coastal oak-hickory forest community,0.78,622.0,Eutrophic pond community,0.14,645.0,Oak-tulip tree forest community,0.04
25298,25299,727,Coastal oak-heath forest community,0.63,645.0,Oak-tulip tree forest community,0.36,,,0.0
25299,25300,644,Coastal oak-hickory forest community,0.73,645.0,Oak-tulip tree forest community,0.28,,,0.0
25300,25301,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25301,25302,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25302,25303,645,Oak-tulip tree forest community,0.8200000000000001,726.0,Coastal oak-laurel forest community,0.14,730.0,Successional fern meadow community,0.01
25303,25304,645,Oak-tulip tree forest community,0.5,727.0,Coastal oak-heath forest community,0.49,,,0.0
25304,25305,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25305,25306,727,Coastal oak-heath forest community,0.87,644.0,Coastal oak-hickory forest community,0.14,,,0.0
25306,25307,727,Coastal oak-heath forest community,0.75,645.0,Oak-tulip tree forest community,0.26,,,0.0
25307,25308,644,Coastal oak-hickory forest community,0.96,645.0,Oak-tulip tree forest community,0.05,,,0.0
25308,25309,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25309,25310,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
25310,25311,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25311,25312,727,Coastal oak-heath forest community,0.85,645.0,Oak-tulip tree forest community,0.14,,,0.0
25312,25313,645,Oak-tulip tree forest community,0.64,646.0,Coastal white pine-oak forest community,0.2,644.0,Coastal oak-hickory forest community,0.13
25313,25314,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25314,25315,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
25315,25316,644,Coastal oak-hickory forest community,0.61,645.0,Oak-tulip tree forest community,0.25,646.0,Coastal white pine-oak forest community,0.08
25316,25317,727,Coastal oak-heath forest community,0.75,645.0,Oak-tulip tree forest community,0.25,,,0.0
25317,25318,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25318,25319,727,Coastal oak-heath forest community,1.02,,,0.0,,,0.0
25319,25320,645,Oak-tulip tree forest community,0.9400000000000001,730.0,Successional fern meadow community,0.03,644.0,Coastal oak-hickory forest community,0.02
25320,25321,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25321,25322,645,Oak-tulip tree forest community,0.99,,,0.0,,,0.0
25322,25323,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25323,25324,727,Coastal oak-heath forest community,0.98,,,0.0,,,0.0
25324,25325,645,Oak-tulip tree forest community,0.55,644.0,Coastal oak-hickory forest community,0.23,646.0,Coastal white pine-oak forest community,0.16
25325,25326,645,Oak-tulip tree forest community,1.0,,,0.0,,,0.0
25326,25327,609,High salt marsh community,0.29,644.0,Coastal oak-hickory forest community,0.16,632.0,Maritime beach community,0.13
25327,25328,645,Oak-tulip tree forest community,0.86,644.0,Coastal oak-hickory forest community,0.09,726.0,Coastal oak-laurel forest community,0.03
25328,25329,645,Oak-tulip tree forest community,1.01,,,0.0,,,0.0
25329,25330,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25330,25331,644,Coastal oak-hickory forest community,0.79,645.0,Oak-tulip tree forest community,0.2,740.0,Successional blueberry heath community,0.02
25331,25332,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25332,25333,645,Oak-tulip tree forest community,0.28,633.0,Maritime dunes community,0.22,644.0,Coastal oak-hickory forest community,0.17
25333,25334,644,Coastal oak-hickory forest community,0.56,646.0,Coastal white pine-oak forest community,0.28,718.0,Maritime oak forest community,0.08
25334,25335,645,Oak-tulip tree forest community,0.66,615.0,Salt shrub community,0.15,609.0,High salt marsh community,0.11
25335,25336,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25336,25337,727,Coastal oak-heath forest community,0.98,644.0,Coastal oak-hickory forest community,0.02,,,0.0
25337,25338,644,Coastal oak-hickory forest community,0.73,645.0,Oak-tulip tree forest community,0.27,,,0.0
25338,25339,644,Coastal oak-hickory forest community,0.9,727.0,Coastal oak-heath forest community,0.1,,,0.0
25339,25340,645,Oak-tulip tree forest community,0.52,730.0,Successional fern meadow community,0.16,644.0,Coastal oak-hickory forest community,0.11
25340,25341,727,Coastal oak-heath forest community,0.55,645.0,Oak-tulip tree forest community,0.45,,,0.0
25341,25342,727,Coastal oak-heath forest community,0.75,645.0,Oak-tulip tree forest community,0.24,,,0.0
25342,25343,645,Oak-tulip tree forest community,0.41000000000000003,644.0,Coastal oak-hickory forest community,0.23,609.0,High salt marsh community,0.1
25343,25344,644,Coastal oak-hickory forest community,0.34,645.0,Oak-tulip tree forest community,0.31,726.0,Coastal oak-laurel forest community,0.19
25344,25345,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25345,25346,644,Coastal oak-hickory forest community,0.99,,,0.0,,,0.0
25346,25347,609,High salt marsh community,0.48,615.0,Salt shrub community,0.21,645.0,Oak-tulip tree forest community,0.19
25347,25348,645,Oak-tulip tree forest community,0.51,644.0,Coastal oak-hickory forest community,0.43,740.0,Successional blueberry heath community,0.04
25348,25349,644,Coastal oak-hickory forest community,1.02,,,0.0,,,0.0
25349,25350,644,Coastal oak-hickory forest community,0.98,,,0.0,,,0.0
25350,25351,644,Coastal oak-hickory forest community,0.9400000000000001,727.0,Coastal oak-heath forest community,0.07,,,0.0
25351,25352,727,Coastal oak-heath forest community,0.65,644.0,Coastal oak-hickory forest community,0.37,,,0.0
25352,25353,645,Oak-tulip tree forest community,0.44,625.0,Shrub swamp community,0.19,644.0,Coastal oak-hickory forest community,0.14
25353,25354,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25354,25355,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25355,25356,644,Coastal oak-hickory forest community,0.23,603.0,Marine gravel/sand beach community,0.2,645.0,Oak-tulip tree forest community,0.16
25356,25357,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25357,25358,644,Coastal oak-hickory forest community,0.89,645.0,Oak-tulip tree forest community,0.04,633.0,Maritime dunes community,0.04
25358,25359,644,Coastal oak-hickory forest community,0.98,645.0,Oak-tulip tree forest community,0.01,730.0,Successional fern meadow community,0.01
25359,25360,645,Oak-tulip tree forest community,0.38,609.0,High salt marsh community,0.23,615.0,Salt shrub community,0.22
25360,25361,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25361,25362,645,Oak-tulip tree forest community,1.02,,,0.0,,,0.0
25362,25363,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25363,25364,645,Oak-tulip tree forest community,0.93,740.0,Successional blueberry heath community,0.05,,,0.0
25364,25365,727,Coastal oak-heath forest community,0.51,644.0,Coastal oak-hickory forest community,0.49,,,0.0
25365,25366,645,Oak-tulip tree forest community,0.9500000000000001,727.0,Coastal oak-heath forest community,0.06,,,0.0
25366,25367,644,Coastal oak-hickory forest community,0.59,645.0,Oak-tulip tree forest community,0.28,734.0,Successional southern hardwood forest community,0.1
25367,25368,644,Coastal oak-hickory forest community,0.74,718.0,Maritime oak forest community,0.09,600.0,Marine deepwater community,0.08
25368,25369,644,Coastal oak-hickory forest community,0.9400000000000001,645.0,Oak-tulip tree forest community,0.07,,,0.0
25369,25370,644,Coastal oak-hickory forest community,0.87,645.0,Oak-tulip tree forest community,0.12,,,0.0
25370,25371,644,Coastal oak-hickory forest community,0.59,645.0,Oak-tulip tree forest community,0.22,615.0,Salt shrub community,0.05
25371,25372,644,Coastal oak-hickory forest community,0.96,727.0,Coastal oak-heath forest community,0.04,,,0.0
25372,25373,645,Oak-tulip tree forest community,0.99,,,0.0,,,0.0
25373,25374,644,Coastal oak-hickory forest community,0.68,727.0,Coastal oak-heath forest community,0.31,,,0.0
25374,25375,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25375,25376,645,Oak-tulip tree forest community,0.93,740.0,Successional blueberry heath community,0.08,,,0.0
25376,25377,644,Coastal oak-hickory forest community,0.59,645.0,Oak-tulip tree forest community,0.16,625.0,Shrub swamp community,0.08
25377,25378,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25378,25379,644,Coastal oak-hickory forest community,0.62,645.0,Oak-tulip tree forest community,0.33,646.0,Coastal white pine-oak forest community,0.04
25379,25380,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25380,25381,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25381,25382,645,Oak-tulip tree forest community,0.99,740.0,Successional blueberry heath community,0.01,,,0.0
25382,25383,603,Marine gravel/sand beach community,0.46,608.0,Low salt marsh community,0.2,609.0,High salt marsh community,0.08
25383,25384,727,Coastal oak-heath forest community,0.97,644.0,Coastal oak-hickory forest community,0.02,,,0.0
25384,25385,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25385,25386,727,Coastal oak-heath forest community,0.89,644.0,Coastal oak-hickory forest community,0.1,645.0,Oak-tulip tree forest community,0.01
25386,25387,644,Coastal oak-hickory forest community,0.7000000000000001,645.0,Oak-tulip tree forest community,0.15,646.0,Coastal white pine-oak forest community,0.07
25387,25388,644,Coastal oak-hickory forest community,0.5700000000000001,645.0,Oak-tulip tree forest community,0.30000000000000004,740.0,Successional blueberry heath community,0.1
25388,25389,644,Coastal oak-hickory forest community,0.51,645.0,Oak-tulip tree forest community,0.34,646.0,Coastal white pine-oak forest community,0.11
25389,25390,645,Oak-tulip tree forest community,0.61,644.0,Coastal oak-hickory forest community,0.31,730.0,Successional fern meadow community,0.08
25390,25391,644,Coastal oak-hickory forest community,0.77,645.0,Oak-tulip tree forest community,0.22,740.0,Successional blueberry heath community,0.02
25391,25392,608,Low salt marsh community,0.32,600.0,Marine deepwater community,0.23,602.0,Marine intertidal mudflat community,0.22
25392,25393,645,Oak-tulip tree forest community,1.01,,,0.0,,,0.0
25393,25394,644,Coastal oak-hickory forest community,0.52,645.0,Oak-tulip tree forest community,0.49,,,0.0
25394,25395,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25395,25396,644,Coastal oak-hickory forest community,0.64,645.0,Oak-tulip tree forest community,0.19,730.0,Successional fern meadow community,0.1
25396,25397,644,Coastal oak-hickory forest community,0.9400000000000001,645.0,Oak-tulip tree forest community,0.07,,,0.0
25397,25398,644,Coastal oak-hickory forest community,0.66,645.0,Oak-tulip tree forest community,0.28,740.0,Successional blueberry heath community,0.06
25398,25399,644,Coastal oak-hickory forest community,0.62,645.0,Oak-tulip tree forest community,0.35000000000000003,734.0,Successional southern hardwood forest community,0.03
25399,25400,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25400,25401,645,Oak-tulip tree forest community,0.84,644.0,Coastal oak-hickory forest community,0.11,730.0,Successional fern meadow community,0.04
25401,25402,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25402,25403,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25403,25404,644,Coastal oak-hickory forest community,0.7000000000000001,645.0,Oak-tulip tree forest community,0.27,730.0,Successional fern meadow community,0.01
25404,25405,608,Low salt marsh community,0.33,602.0,Marine intertidal mudflat community,0.27,600.0,Marine deepwater community,0.22
25405,25406,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25406,25407,644,Coastal oak-hickory forest community,0.56,645.0,Oak-tulip tree forest community,0.30000000000000004,730.0,Successional fern meadow community,0.08
25407,25408,645,Oak-tulip tree forest community,0.77,644.0,Coastal oak-hickory forest community,0.23,740.0,Successional blueberry heath community,0.01
25408,25409,645,Oak-tulip tree forest community,0.85,644.0,Coastal oak-hickory forest community,0.09,726.0,Coastal oak-laurel forest community,0.04
25409,25410,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25410,25411,645,Oak-tulip tree forest community,0.99,,,0.0,,,0.0
25411,25412,644,Coastal oak-hickory forest community,0.79,645.0,Oak-tulip tree forest community,0.17,730.0,Successional fern meadow community,0.05
25412,25413,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25413,25414,645,Oak-tulip tree forest community,0.91,730.0,Successional fern meadow community,0.09,,,0.0
25414,25415,603,Marine gravel/sand beach community,0.6000000000000001,608.0,Low salt marsh community,0.21,602.0,Marine intertidal mudflat community,0.09
25415,25416,644,Coastal oak-hickory forest community,0.6900000000000001,645.0,Oak-tulip tree forest community,0.26,730.0,Successional fern meadow community,0.04
25416,25417,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25417,25418,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25418,25419,644,Coastal oak-hickory forest community,1.01,,,0.0,,,0.0
25419,25420,645,Oak-tulip tree forest community,0.54,644.0,Coastal oak-hickory forest community,0.45,,,0.0
25420,25421,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25421,25422,645,Oak-tulip tree forest community,0.92,730.0,Successional fern meadow community,0.03,740.0,Successional blueberry heath community,0.02
25422,25423,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
25423,25424,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25424,25425,603,Marine gravel/sand beach community,0.7000000000000001,632.0,Maritime beach community,0.23,615.0,Salt shrub community,0.05
25425,25426,644,Coastal oak-hickory forest community,0.55,645.0,Oak-tulip tree forest community,0.44,,,0.0
25426,25427,645,Oak-tulip tree forest community,0.5,644.0,Coastal oak-hickory forest community,0.31,734.0,Successional southern hardwood forest community,0.13
25427,25428,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25428,25429,645,Oak-tulip tree forest community,0.67,644.0,Coastal oak-hickory forest community,0.25,730.0,Successional fern meadow community,0.09
25429,25430,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25430,25431,645,Oak-tulip tree forest community,0.72,644.0,Coastal oak-hickory forest community,0.22,615.0,Salt shrub community,0.04
25431,25432,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
25432,25433,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25433,25434,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25434,25435,644,Coastal oak-hickory forest community,0.46,645.0,Oak-tulip tree forest community,0.33,734.0,Successional southern hardwood forest community,0.22
25435,25436,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25436,25437,615,Salt shrub community,0.36,644.0,Coastal oak-hickory forest community,0.21,603.0,Marine gravel/sand beach community,0.2
25437,25438,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
25438,25439,645,Oak-tulip tree forest community,0.98,644.0,Coastal oak-hickory forest community,0.02,740.0,Successional blueberry heath community,0.01
25439,25440,644,Coastal oak-hickory forest community,0.47000000000000003,645.0,Oak-tulip tree forest community,0.31,622.0,Eutrophic pond community,0.09
25440,25441,727,Coastal oak-heath forest community,1.01,,,0.0,,,0.0
25441,25442,645,Oak-tulip tree forest community,0.59,644.0,Coastal oak-hickory forest community,0.13,730.0,Successional fern meadow community,0.11
25442,25443,644,Coastal oak-hickory forest community,0.6000000000000001,622.0,Eutrophic pond community,0.17,624.0,Shallow emergent marsh community,0.12
25443,25444,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
25444,25445,645,Oak-tulip tree forest community,0.51,615.0,Salt shrub community,0.19,624.0,Shallow emergent marsh community,0.17
25445,25446,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25446,25447,645,Oak-tulip tree forest community,0.47000000000000003,734.0,Successional southern hardwood forest community,0.31,644.0,Coastal oak-hickory forest community,0.18
25447,25448,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25448,25449,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25449,25450,644,Coastal oak-hickory forest community,0.5,645.0,Oak-tulip tree forest community,0.49,734.0,Successional southern hardwood forest community,0.01
25450,25451,603,Marine gravel/sand beach community,0.38,615.0,Salt shrub community,0.26,632.0,Maritime beach community,0.21
25451,25452,644,Coastal oak-hickory forest community,0.98,645.0,Oak-tulip tree forest community,0.01,734.0,Successional southern hardwood forest community,0.01
25452,25453,644,Coastal oak-hickory forest community,1.01,,,0.0,,,0.0
25453,25454,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25454,25455,644,Coastal oak-hickory forest community,0.4,645.0,Oak-tulip tree forest community,0.28,625.0,Shrub swamp community,0.13
25455,25456,644,Coastal oak-hickory forest community,0.65,734.0,Successional southern hardwood forest community,0.11,645.0,Oak-tulip tree forest community,0.08
25456,25457,645,Oak-tulip tree forest community,0.51,644.0,Coastal oak-hickory forest community,0.41000000000000003,730.0,Successional fern meadow community,0.07
25457,25458,625,Shrub swamp community,0.35000000000000003,615.0,Salt shrub community,0.31,624.0,Shallow emergent marsh community,0.1
25458,25459,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25459,25460,645,Oak-tulip tree forest community,0.68,644.0,Coastal oak-hickory forest community,0.23,734.0,Successional southern hardwood forest community,0.05
25460,25461,727,Coastal oak-heath forest community,0.99,,,0.0,,,0.0
25461,25462,727,Coastal oak-heath forest community,0.43,644.0,Coastal oak-hickory forest community,0.27,645.0,Oak-tulip tree forest community,0.23
25462,25463,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25463,25464,644,Coastal oak-hickory forest community,1.0,,,0.0,,,0.0
25464,25465,603,Marine gravel/sand beach community,0.67,632.0,Maritime beach community,0.21,615.0,Salt shrub community,0.07
25465,25466,644,Coastal oak-hickory forest community,0.56,645.0,Oak-tulip tree forest community,0.32,734.0,Successional southern hardwood forest community,0.12
25466,25467,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
25467,25468,645,Oak-tulip tree forest community,0.36,644.0,Coastal oak-hickory forest community,0.28,734.0,Successional southern hardwood forest community,0.24
25468,25469,644,Coastal oak-hickory forest community,0.84,645.0,Oak-tulip tree forest community,0.16,,,0.0
25469,25470,727,Coastal oak-heath forest community,1.0,,,0.0,,,0.0
